Conference,Year,Title,Authors,PDF Link,File name,Code,Data,status_code,Comments,Assigned To
ACSAC,2020,Secure and Verifiable Inference in Deep Neural Networks,"Xu, Guowen and Li, Hongwei and Ren, Hao and Sun, Jianfei and Xu, Shengmin and Ning, Jianting and Yang, Haomiao and Yang, Kan and Deng, Robert H.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427232,xu_li_2020.pdf,,,,,
ACSAC,2020,ZeroAUDIT,"Luthra, Aman and Cavanaugh, James and Olcese, Hugo Renzzo and Hirsch, Rina M. and Fu, Xiang",https://dl.acm.org/doi/pdf/10.1145/3427228.3427249,luthra_cavanaugh_2020.pdf,https://github.com/xfu2006/ACSAC20_Artifact,,200,,
ACSAC,2020,Policy-based Chameleon Hash for Blockchain Rewriting with Black-box Accountability,"Tian, Yangguang and Li, Nan and Li, Yingjiu and Szalachowski, Pawel and Zhou, Jianying",https://dl.acm.org/doi/pdf/10.1145/3427228.3427247,tian_li_2020.pdf,https://github.com/SMC-SMU/Accountable-Blockchain-Rewriting,,200,,
ACSAC,2020,WearID: Low-Effort Wearable-Assisted Authentication of Voice Commands via Cross-Domain Comparison without Training,"Shi, Cong and Wang, Yan and Chen, Yingying and Saxena, Nitesh and Wang, Chen",https://dl.acm.org/doi/pdf/10.1145/3427228.3427259,shi_wang_2020.pdf,,,,,
ACSAC,2020,Imperio: Robust Over-the-Air Adversarial Examples for Automatic Speech Recognition Systems,"Schoenherr, Lea and Eisenhofer, Thorsten and Zeiler, Steffen and Holz, Thorsten and Kolossa, Dorothea",https://dl.acm.org/doi/pdf/10.1145/3427228.3427276,schoenherr_eisenhofer_2020.pdf,https://imperio.adversarial-attacks.net/,,200,,
ACSAC,2020,Measuring the Effectiveness of Privacy Policies for Voice Assistant Applications,"Liao, Song and Wilson, Christin and Cheng, Long and Hu, Hongxin and Deng, Huixing",https://dl.acm.org/doi/pdf/10.1145/3427228.3427250,liao_wilson_2020.pdf,https://github.com/voice-assistant-research/voice-assistant,,404,,
ACSAC,2020,Voicefox: Leveraging Inbuilt Transcription to Enhance the Security of Machine-Human Speaker Verification against Voice Synthesis Attacks,"Shirvanian, Maliheh and Mohammed, Manar and Saxena, Nitesh and Anand, S Abhishek",https://dl.acm.org/doi/pdf/10.1145/3427228.3427289,shirvanian_mohammed_2020.pdf,,,,,
ACSAC,2020,VibLive: A Continuous Liveness Detection for Secure Voice User Interface in IoT Environment,"Zhang, Linghan and Tan, Sheng and Wang, Zi and Ren, Yili and Wang, Zhi and Yang, Jie",https://dl.acm.org/doi/pdf/10.1145/3427228.3427281,zhang_tan_2020.pdf,,,,,
ACSAC,2020,Februus: Input Purification Defense Against Trojan Attacks on Deep Neural Network Systems,"Doan, Bao Gia; Abbasnejad, Ehsan; Ranasinghe, Damith C.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427264,Doan_Gia_2020.pdf,https://github.com/AdelaideAuto-IDLab/Februus,,200,,
ACSAC,2020,NoiseScope: Detecting Deepfake Images in a Blind Setting,"Jiameng Pu,Neal Mangaokar,Bolun Wang,Chandan K Reddy,Bimal Viswanath",https://dl.acm.org/doi/pdf/10.1145/3427228.3427285,Jiameng_Pu_2020.pdf,https://github.com/jmpu/NoiseScope,,200,,
ACSAC,2020,StegoNet: Turn Deep Neural Network into a Stegomalware,"Liu, Tao and Liu, Zihao and Liu, Qi and Wen, Wujie and Xu, Wenyao and Li, Ming",https://dl.acm.org/doi/pdf/10.1145/3427228.3427268,liu_liu_2020.pdf,,,,,
ACSAC,2020,SEEF-ALDR: A Speaker Embedding Enhancement Framework via Adversarial Learning based Disentangled Representation,"Tai, Jianwei; Jia, Xiaoqi; Huang, Qingjia; Zhang, Weijuan; Du, Haichao; Zhang, Shengzhi",https://dl.acm.org/doi/pdf/10.1145/3427228.3427274,Tai_Jianwei_2020.pdf,,,,,
ACSAC,2020,Attacking Graph-Based Classification without Changing Existing Connections,"Xu, Xuening and Du, Xiaojiang and Zeng, Qiang",https://dl.acm.org/doi/pdf/10.1145/3427228.3427245,xu_du_2020.pdf,,,,,
ACSAC,2021,Stealing Machine Learning Models: Attacks and Countermeasures for Generative Adversarial Networks,"Hu, Hailong and Pang, Jun",https://dl.acm.org/doi/pdf/10.1145/3485832.3485838,hailong_hu_2021,,,,,
ACSAC,2021,The Many-faced God: Attacking Face Verification System with Embedding and Image Recovery,"Tan, Mingtian and Zhou, Zhe and Li, Zhou",https://dl.acm.org/doi/pdf/10.1145/3485832.3485840,mingtian_tan_2021,https://github.com/BennyTMT/DL_Privacy,,200,,
ACSAC,2021,Two Souls in an Adversarial Image: Towards Universal Adversarial Example Detection using Multi-view Inconsistency,"Kiani, Sohaib and Awan, Sana and Lan, Chao and Li, Fengjun and Luo, Bo",https://dl.acm.org/doi/pdf/10.1145/3485832.3485904,sohaib_kiani_2021,https://github.com/sohaib730/Argos-Adversarial_Detection,,200,,
ACSAC,2021,"Efficient, Private and Robust Federated Learning","Hao, Meng and Li, Hongwei and Xu, Guowen and Chen, Hanxiao and Zhang, Tianwei",https://dl.acm.org/doi/pdf/10.1145/3485832.3488014,meng_hao_2021,,,,,
ACSAC,2021,Morphence: Moving Target Defense Against Adversarial Examples,"Amich, Abderrahmen and Eshete, Birhanu",https://dl.acm.org/doi/pdf/10.1145/3485832.3485899,abderrahmen_amich_2021,https://github.com/um-dsp/Morphence,,200,,
ACSAC,2021,Heterogeneous-PAKE: Bridging the Gap between PAKE Protocols and Their Real-World Deployment,"Wei, Rong and Zheng, Fangyu and Gao, Lili and Dong, Jiankuo and Fan, Guang and Wan, Lipeng and Lin, Jingqiang and Wang, Yuewu",https://dl.acm.org/doi/pdf/10.1145/3485832.3485877,rong_wei_2021,,,,,
ACSAC,2021,A formal analysis of IKEv2’s post-quantum extension,"Gazdag, Stefan-Lukas and Grundner-Culemann, Sophia and Guggemos, Tobias and Heider, Tobias and Loebenberger, Daniel",https://dl.acm.org/doi/pdf/10.1145/3485832.3485885,gazdag_lukas_2021,https://github.com/mnm-team/tamarin-ikev2,,200,,
ACSAC,2021,Optimized Paillier’s Cryptosystem with Fast Encryption and Decryption,"Ma, Huanyu and Han, Shuai and Lei, Hao",https://dl.acm.org/doi/pdf/10.1145/3485832.3485842,huanyu_ma_2021,,,,,
ACSAC,2021,Towards Practical Post-quantum Signatures for Resource-Limited Internet of Things,"Behnia, Rouzbeh and Yavuz, Attilla Altay",https://dl.acm.org/doi/pdf/10.1145/3485832.3488023,rouzbeh_behnia_2021,https://github.com/iot-onboarding/mud-visualizer,,200,,
ACSAC,2021,VASA: Vector AES Instructions for Security Applications,"Jean-Pierre Munch,Thomas Schneider,Hossein Yalame",https://dl.acm.org/doi/pdf/10.1145/3485832.3485897,Munch_pierre_2021,https://encrypto.de/code/VASA,,200,,
ACSAC,2021,Program Obfuscation via ABI Debiasing,"Demicco, David and Erinfolami, Rukayat and Prakash, Aravind",https://dl.acm.org/doi/pdf/10.1145/3485832.3488017,david_demicco_2021,,,,,
ACSAC,2021,A Look Back on a Function Identification Problem,"Koo, Hyungjoon and Park, Soyeon and Kim, Taesoo",https://dl.acm.org/doi/pdf/10.1145/3485832.3488018,hyungjoon_koo_2021,https://github.com/SecAI-Lab/func-identication,,200,,
ACSAC,2021,SoftMark: Software Watermarking via a Binary Function Relocation,"Kang, Honggoo and Kwon, Yonghwi and Lee, Sangjin and Koo, Hyungjoon",https://dl.acm.org/doi/pdf/10.1145/3485832.3488027,honggoo_kang_2021,,,,,
ACSAC,2021,Dynamic Taint Analysis versus Obfuscated Self-Checking,"Banescu, Sebastian and Valenzuela, Samuel and Guggenmos, Marius and Ahmadvand, Mohsen and Pretschner, Alexander",https://dl.acm.org/doi/pdf/10.1145/3485832.3485926,sebastian_banescu_2021,,,,,
ACSAC,2021,Dicos: Discovering Insecure Code Snippets from Stack Overflow Posts by Leveraging User Discussions,"Hong, Hyunji and Woo, Seunghoon and Lee, Heejo",https://dl.acm.org/doi/pdf/10.1145/3485832.3488026,hyunji_hong_2021,https://github.com/hyunji-hong/DICOS-public,,200,,
ACSAC,2021,ARID: Anonymous Remote IDentification of Unmanned Aerial Vehicles,"Tedeschi, Pietro and Sciancalepore, Savio and Di Pietro, Roberto",https://dl.acm.org/doi/pdf/10.1145/3485832.3485834,pietro_tedeschi_2021,,,,,
ACSAC,2021,Sipster: Settling IOU Privately and Quickly with Smart Meters,"Chow, Sherman S. M. and Li, Ming and Zhao, Yongjun and Jin, Wenqiang",https://dl.acm.org/doi/pdf/10.1145/3485832.3488029,sherman_chow_2021,https://github.com/MobiSec-CSE-UTA/Sipster,,200,,
ACSAC,2021,TEEKAP: Self-Expiring Data Capsule using Trusted Execution Environment,"Gao, Mingyuan and Dang, Hung and Chang, Ee-Chien",https://dl.acm.org/doi/pdf/10.1145/3485832.3485919,mingyuan_gao_2021,https://github.com/TEELinker/TEEKAP,,200,,
ACSAC,2021,BAPM: Block Attention Profiling Model for Multi-tab Website Fingerprinting Attacks on Tor,"Guan, Zhong and Xiong, Gang and Gou, Gaopeng and Li, Zhen and Cui, Mingxin and Liu, Chang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485891,zhong_guan_2021,https://drive.google.com/drive/folders/1vfE34oYICpSnNMVvxfeVfcWzBooqAQfR?usp=sharing,,,,
ACSAC,2021,Try before You Buy: Privacy-preserving Data Evaluation on Cloud-based Machine Learning Data Marketplace,"Song, Qiyang and Cao, Jiahao and Sun, Kun and Li, Qi and Xu, Ke",https://dl.acm.org/doi/pdf/10.1145/3485832.3485921,qiyang_song_2021,,,,,
ACSAC,2021,VIA: Analyzing Device Interfaces of Protected Virtual Machines,"Hetzelt, Felicitas and Radev, Martin and Buhren, Robert and Morbitzer, Mathias and Seifert, Jean-Pierre",https://dl.acm.org/doi/pdf/10.1145/3485832.3488011,felicitas_hetzelt_2021,https://github.com/file-citas/via,,200,,
ACSAC,2021,Rocky: Replicating Block Devices for Tamper and Failure Resistant Edge-based Virtualized Desktop Infrastructure,"Kim, Beom Heyn and Kim, Hyoungshick",https://dl.acm.org/doi/pdf/10.1145/3485832.3485886,beom_heyn_kim_2021,https://github.com/Kaelus/Rocky,,200,,
ACSAC,2021,On Detecting Growing-Up Behaviors of Malicious Accounts in Privacy-Centric Mobile Social Networks,"Yang, Zijie and Wang, Binghui and Li, Haoran and Yuan, Dong and Liu, Zhuotao and Gong, Neil Zhenqiang and Liu, Chang and Li, Qi and Liang, Xiao and Hu, Shaofeng",https://dl.acm.org/doi/pdf/10.1145/3485832.3488013,zijie_yang_2021,,,,,
ACSAC,2021,ReCFA: Resilient Control-Flow Attestation,"Zhang, Yumei and Liu, Xinzhi and Sun, Cong and Zeng, Dongrui and Tan, Gang and Kan, Xiao and Ma, Siqi",https://dl.acm.org/doi/pdf/10.1145/3485832.3485900,yumei_zhang_2021,https://github.com/suncongxd/ReCFA,,200,,
ACSAC,2021,Practical Attestation for Edge Devices Running Compute Heavy Machine Learning Applications,"Abidi, Ismi and Kumar, Vireshwar and Sen, Rijurekha",https://dl.acm.org/doi/pdf/10.1145/3485832.3485909,ismi_abidi_2021,https://github.com/iabidi/attestation,,200,,
ACSAC,2021,Is Visualization Enough? Evaluating the Efficacy of MUD-Visualizer in Enabling Ease of Deployment for Manufacturer Usage Description (MUD),"Andalibi, Vafa and Dev, Jayati and Kim, DongInn and Lear, Eliot and Camp, L. Jean",https://dl.acm.org/doi/pdf/10.1145/3485832.3485879,vafa_andalibi_2021,,,,,
ACSAC,2021,A Cross-role and Bi-national Analysis on Security Efforts and Constraints of Software Development Projects,"Kanei, Fumihiro and Hasegawa, Ayako Akiyama and Shioji, Eitaro and Akiyama, Mitsuaki",https://dl.acm.org/doi/pdf/10.1145/3485832.3485922,fumihiro_kanei_2021,,,,,
ACSAC,2021,An Efficient Man-Machine Recognition Method Based On Mouse Trajectory Feature De-redundancy,"Lu, Xiaofeng and Feng, Zhenhan and Xia, Jupeng",https://dl.acm.org/doi/pdf/10.1145/3485832.3485895,xiaofeng_lu_2021,,,,,
ACSAC,2021,OPay: an Orientation-based Contactless Payment Solution Against Passive Attacks,"Mehr Nezhad, Mahshid and Hao, Feng",https://dl.acm.org/doi/pdf/10.1145/3485832.3485887,mahshid_mehr_nezhad_2021,,,,,
ACSAC,2021,What’s in a Cyber Threat Intelligence sharing platform? A mixed-methods user experience investigation of MISP,"Stojkovski, Borce and Lenzini, Gabriele and Koenig, Vincent and Rivas, Salvador",https://dl.acm.org/doi/pdf/10.1145/3485832.3488030,borce_stojkovski_2021,https://www.dropbox.com/sh/yzbsw0hwok84wdt/AAANthZlzQuse8Tegjf4yQ0Ea?dl=0,,200,,
ACSAC,2021,They See Me Rollin’: Inherent Vulnerability of the Rolling Shutter in CMOS Image Sensors,"Sebastian Kohler,Giulio Lovisotto,Simon Birnbach,Richard Baker,Ivan Martinovic",https://dl.acm.org/doi/pdf/10.1145/3485832.3488016,sebastian_kohler_2021,https://github.com/ssloxford/they-see-me-rollin,,200,,
ACSAC,2021,Evaluating the Effectiveness of Protection Jamming Devices in Mitigating Smart Speaker Eavesdropping Attacks Using Gaussian White Noise,"Walker, Payton and Saxena, Nitesh",https://dl.acm.org/doi/pdf/10.1145/3485832.3485896,payton_walker_2021,,,,,
ACSAC,2021,S2-CAN: Sufficiently Secure Controller Area Network,"Mert D. Pese,Jay W. Schauer,Junhui Li,Kang G. Shin",https://dl.acm.org/doi/pdf/10.1145/3485832.3485883,mert_d_pese_2021,,,,,
ACSAC,2021,Crypto-Chain: A Relay Resilience Framework for Smart Vehicles,"Sani, Abubakar Sadiq and Yuan, Dong and Bertino, Elisa and Dong, Zhao Yang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485920,abubakar_sadiq_sani_2021,,,,,
ACSAC,2021,Advanced System Resiliency Based on Virtualization Techniques for IoT Devices,"Jonas Rockl,Mykolai Protsenko,Monika Huber,Tilo Müller,Felix C. Freiling",https://dl.acm.org/doi/pdf/10.1145/3485832.3485836,jonas_rockl_2021,,,,,
ACSAC,2021,Global Feature Analysis and Comparative Evaluation of Freestyle In-Air-Handwriting Passcode for User Authentication,"Lu, Duo and Deng, Yuli and Huang, Dijiang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485906,duo_lu_2021,https://github.com/duolu/fmkit,,200,,
ACSAC,2021,2D-2FA: A New Dimension in Two-Factor Authentication,"Shirvanian, Maliheh and Agrawal, Shashank",https://dl.acm.org/doi/pdf/10.1145/3485832.3485910,maliheh_shirvanian_2021,,,,,
ACSAC,2021,Group Time-based One-time Passwords and its Application to Efficient Privacy-Preserving Proof of Location,"Yang, Zheng and Jin, Chenglu and Ning, Jianting and Li, Zengpeng and Dinh, Anh and Zhou, Jianying",https://dl.acm.org/doi/pdf/10.1145/3485832.3488009,zheng_yang_2021,,,,,
ACSAC,2021,Digit Semantics based Optimization for Practical Password Cracking Tools,"Zhang, Haodong and Wang, Chuanwang and Ruan, Wenqiang and Zhang, Junjie and Xu, Ming and Han, Weili",https://dl.acm.org/doi/pdf/10.1145/3485832.3488025,haodong_zhang_2021,,,,,
ACSAC,2021,Systematization of Password ManagerUse Cases and Design Paradigms,"Simmons, James and Diallo, Oumar and Oesch, Sean and Ruoti, Scott",https://dl.acm.org/doi/pdf/10.1145/3485832.3485889,james_simmons_2021,,,,,
ACSAC,2021,Eluding ML-based Adblockers With Actionable Adversarial Examples,"Zhu, Shitong and Wang, Zhongjie and Chen, Xun and Li, Shasha and Man, Keyu and Iqbal, Umar and Qian, Zhiyun and Chan, Kevin S. and Krishnamurthy, Srikanth V. and Shafiq, Zubair and Hao, Yu and Li, Guoren and Zhang, Zheng and Zou, Xiaochen",https://dl.acm.org/doi/pdf/10.1145/3485832.3488008,shitong_zhu_2021,https://github.com/seclab-ucr/A4,,200,,
ACSAC,2021,BadNL: Backdoor Attacks against NLP Models with Semantic-preserving Improvements,"Chen, Xiaoyi and Salem, Ahmed and Chen, Dingfan and Backes, Michael and Ma, Shiqing and Shen, Qingni and Wu, Zhonghai and Zhang, Yang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485837,xiaoyi_chen_2021,,,,,
ACSAC,2021,MISA: Online Defense of Trojaned Models using Misattributions,"Kiourti, Panagiota and Li, Wenchao and Roy, Anirban and Sikka, Karan and Jha, Susmit",https://dl.acm.org/doi/pdf/10.1145/3485832.3485908,panagiota_kiourti_2021,,,,,
ACSAC,2021,Detecting Audio Adversarial Examples with Logit Noising,"Park, Namgyu and Ji, Sangwoo and Kim, Jong",https://dl.acm.org/doi/pdf/10.1145/3485832.3485912,namgyu_park_2021,https://github.com/namgyupark22/_Detecting_Audio_Adversarial_Examples_with_Logit_Noising,,200,,
ACSAC,2021,Can We Leverage Predictive Uncertainty to Detect Dataset Shift and Adversarial Examples in Android Malware Detection?,"Li, Deqiang and Qiu, Tian and Chen, Shuo and Li, Qianmu and Xu, Shouhuai",https://dl.acm.org/doi/pdf/10.1145/3485832.3485916,deqiang_li_2021,https://github.com/deqangss/malware-uncertainty,,200,,
ACSAC,2021,TLB Poisoning Attacks on AMD Secure Encrypted Virtualization,"Li, Mengyuan and Zhang, Yinqian and Wang, Huibo and Li, Kang and Cheng, Yueqiang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485876,mengyuan_li_2021,,,,,
ACSAC,2021,Reinhardt: Real-time Reconfigurable Hardware Architecture for Regular Expression Matching in DPI,"Park, Taejune and Nam, Jaehyun and Na, Seung Ho and Chung, Jaewoong and Shin, Seungwon",https://dl.acm.org/doi/pdf/10.1145/3485832.3485878,taejune_park_2021,,,,,
ACSAC,2021,Understanding the Threats of Trojaned Quantized Neural Network in Model Supply Chains,"Pan, Xudong and Zhang, Mi and Yan, Yifan and Yang, Min",https://dl.acm.org/doi/pdf/10.1145/3485832.3485881,xudong_pan_2021,,,,,
ACSAC,2021,FlexFilt: Towards Flexible Instruction Filtering for Security,"Delshadtehrani, Leila and Canakci, Sadullah and Blair, William and Egele, Manuel and Joshi, Ajay",https://dl.acm.org/doi/pdf/10.1145/3485832.3488019,leila_delshadtehrani_2021,https://github.com/bu-icsg/FlexFilt,,200,,
ACSAC,2021,RingRAM: A Unified Hardware SecurityPrimitive for IoT Devices that Gets Better with Age,"Moukarzel, Michael and Hicks, Matthew",https://dl.acm.org/doi/pdf/10.1145/3485832.3485905,michael_moukarzel_2021,https://github.com/FoRTE-Research/RingRAM,,200,,
ACSAC,2021,SODA: A System for Cyber Deception Orchestration and Automation,"Sajid, Md Sajidul Islam and Wei, Jinpeng and Abdeen, Basel and Al-Shaer, Ehab and Islam, Md Mazharul and Diong, Walter and Khan, Latifur",https://dl.acm.org/doi/pdf/10.1145/3485832.3485918,md_sajidul_islam_sajid_2021,https://github.com/sajid36/soda-orchestration-engine,,200,,
ACSAC,2021,Reproducible and Adaptable Log Data Generation for Sound Cybersecurity Experiments,"Uetz, Rafael and Hemminghaus, Christian and Hackl\",https://dl.acm.org/doi/pdf/10.1145/3485832.3488020,rafael_uetz_2021,https://github.com/ru37z/socbed-acsac-2021,,200,,
ACSAC,2021,Obfuscation Revealed: Leveraging Electromagnetic Signals for Obfuscated Malware Classification,"Pham, Duy-Phuc and Marion, Damien and Mastio, Matthieu and Heuser, Annelie",https://dl.acm.org/doi/pdf/10.1145/3485832.3485894,duy-phuc_pham_2021,https://github.com/ahma-hub/analysis/wiki,,200,,
ACSAC,2021,CommanderGabble: A Universal Attack Against ASR Systems Leveraging Fast Speech,"Zhang, Zhaohe John and Yang, Edwin and Fang, Song",https://dl.acm.org/doi/pdf/10.1145/3485832.3485892,zhaohe_john_zhang_2021,https://commandergabble.info/,,200,,
ACSAC,2021,Physical Logic Bombs in 3D Printers via Emerging 4D Techniques,"Le, Tuan and Etigowni, Sriharsha and Liang, Sizhuang and Peng, Xirui and Qi, Jerry and Javanmard, Mehdi and Zonouz, Saman and Beyah, Raheem",https://dl.acm.org/doi/pdf/10.1145/3485832.3485880,tuan_le_2021,,,,,
ACSAC,2021,SolSaviour: A Defending Framework for Deployed Defective Smart Contracts,"Li, Zecheng and Zhou, Yu and Guo, Songtao and Xiao, Bin",https://dl.acm.org/doi/pdf/10.1145/3485832.3488015,zecheng_li_2021,,,,,
ACSAC,2021,Improving Streaming Cryptocurrency Transaction Classification via Biased Sampling and Graph Feedback,"Eloul, Shaltiel and Moran, Sean J and Mendel, Jacob",https://dl.acm.org/doi/pdf/10.1145/3485832.3485913,shaltiel_eloul_2021,,,,,
ACSAC,2021,Mitosis: Practically Scaling Permissioned Blockchains,"Marson, Giorgia Azzurra and Andreina, Sebastien and Alluminio, Lorenzo and Munichev, Konstantin and Karame, Ghassan",https://dl.acm.org/doi/pdf/10.1145/3485832.3485915,giorgia_azzurra_marson_2021,,,,,
ACSAC,2021,An Exploration of ARM System-Level Cache and GPU Side Channels,"Cronin, Patrick and Gao, Xing and Wang, Haining and Cotton, Chase",https://dl.acm.org/doi/pdf/10.1145/3485832.3485902,patrick_cronin_2021,,,,,
ACSAC,2021,"LaserShark: Establishing Fast, Bidirectional Communication&nbsp;into&nbsp;Air-Gapped Systems","Niclas Kuhnapfel,Stefan Preußler,Maximilian Noppel,Thomas Schneider,Konrad Rieck,Christian Wressnegger",https://dl.acm.org/doi/pdf/10.1145/3485832.3485911,niclas_huhnapfel_2021,https://github.com/intellisec/lasershark,,200,,
ACSAC,2021,Rupair: Towards Automatic Buffer Overflow Detection and Rectification for Rust,"Hua, Baojian and Ouyang, Wanrong and Jiang, Chengman and Fan, Qiliang and Pan, Zhizhong",https://dl.acm.org/doi/pdf/10.1145/3485832.3485841,baojian_hua_2021,,,,,
ACSAC,2021,Keeping Safe Rust Safe with Galeed,"Rivera, Elijah and Mergendahl, Samuel and Shrobe, Howard and Okhravi, Hamed and Burow, Nathan",https://dl.acm.org/doi/pdf/10.1145/3485832.3485903,elijah_rivera_2021,https://github.com/mit-ll/galeed,,200,,
ACSAC,2021,DistAppGaurd: Distributed Application Behaviour Profiling in Cloud-Based Environment,"Ghorbani, Mohammadmahdi and Moghaddam, Fereydoun Farrahi and Zhang, Mengyuan and Pourzandi, Makan and Nguyen, Kim Khoa and Cheriet, Mohamed",https://dl.acm.org/doi/pdf/10.1145/3485832.3485907,mohammadmahdi_ghorbani_2021,,,,,
ACSAC,2021,ICS3Fuzzer: A Framework for Discovering Protocol Implementation Bugs in ICS Supervisory Software by Fuzzing,"Fang, Dongliang and Song, Zhanwei and Guan, Le and Liu, Puzhuo and Peng, Anni and Cheng, Kai and Zheng, Yaowen and Liu, Peng and Zhu, Hongsong and Sun, Limin",https://dl.acm.org/doi/pdf/10.1145/3485832.3488028,dongliang_fang_2021,https://github.com/boofish/ICS3Fuzzer,,200,,
ACSAC,2021,argXtract: Deriving IoT Security Configurations via Automated Static Analysis of Stripped ARM Cortex-M Binaries,"Sivakumaran, Pallavi and Blasco, Jorge",https://dl.acm.org/doi/pdf/10.1145/3485832.3488007,pallavi_sivakumaran_2021,https://github.com/projectbtle/argXtract,,200,,
ACSAC,2021,On Key Reinstallation Attacks over 4G LTE Control-Plane: Feasibility and Negative Impact,"Raza, Muhammad Taqi and Guo, Yunqi and Lu, Songwu and Anwar, Fatima Muhammad",https://dl.acm.org/doi/pdf/10.1145/3485832.3485833,muhammad_taqi_raza_2021,,,,,
ACSAC,2021,Security of Multicarrier Time-of-Flight Ranging,"Leu, Patrick and Kotuliak, Martin and Roeschlin, Marc and Capkun, Srdjan",https://dl.acm.org/doi/pdf/10.1145/3485832.3485898,patrick_leu_2021,,,,,
ACSAC,2021,Don’t hand it Over: Vulnerabilities in the Handover Procedure of Cellular Telecommunications,"Bitsikas, Evangelos and P\",https://dl.acm.org/doi/pdf/10.1145/3485832.3485914,evangelos_bitsikas_2021,,,,,
ACSAC,2021,Time to Rethink the Design of Qi Standard? Security and Privacy Vulnerability Analysis of Qi Wireless Charging,"Wu, Yi and Li, Zhuohang and Van Nostrand, Nicholas and Liu, Jian",https://dl.acm.org/doi/pdf/10.1145/3485832.3485839,yi_wu_2021,,,,,
ACSAC,2021,Detecting and Characterizing SMS Spearphishing Attacks,"Liu, Mingxuan and Zhang, Yiming and Liu, Baojun and Li, Zhou and Duan, Haixin and Sun, Donghong",https://dl.acm.org/doi/pdf/10.1145/3485832.3488012,mingxuan_liu_2021,,,,,
ACSAC,2021,Characterizing Improper Input Validation Vulnerabilities of Mobile Crowdsourcing Services,"Khan, Sojhal Ismail and Woszczyk, Dominika C and You, Chengzeng and Demetriou, Soteris and Naveed, Muhammad",https://dl.acm.org/doi/pdf/10.1145/3485832.3485888,sojhal_ismail_khan_2021,,,,,
ACSAC,2021,Towards Stalkerware Detection with Precise Warnings,"Han, Yufei and Roundy, Kevin Alejandro and Tamersoy, Acar",https://dl.acm.org/doi/pdf/10.1145/3485832.3485901,yufei_han_2021,,,,,
ACSAC,2021,Repack Me If You Can: An Anti-Repackaging Solution Based on Android Virtualization,"Ruggia, Antonio and Losiouk, Eleonora and Verderame, Luca and Conti, Mauro and Merlo, Alessio",https://dl.acm.org/doi/pdf/10.1145/3485832.3488021,antonio_ruggia_2021,https://github.com/totoR13/MARVEL,,200,,
ACSAC,2021,Westworld: Fuzzing-Assisted Remote Dynamic Symbolic Execution of Smart Apps on IoT Cloud Platforms,"Luo, Lannan and Zeng, Qiang and Yang, Bokai and Zuo, Fei and Wang, Junzhe",https://dl.acm.org/doi/pdf/10.1145/3485832.3488022,lannan_luo_2021,https://github.com/lannan/Westworld,,200,,
ACSAC,2021,The Emperor’s New Autofill Framework:A Security Analysis of Autofill on iOS and Android,"Oesch, Sean and Gautam, Anuj and Ruoti, Scott",https://dl.acm.org/doi/pdf/10.1145/3485832.3485884,sean_oesch_2021,https://userlab.utk.edu/publications/oesch2021emperors,,,,
ACSAC,2021,FINN: Fingerprinting Network Flows using Neural Networks,"Rezaei, Fatemeh and Houmansadr, Amir",https://dl.acm.org/doi/pdf/10.1145/3485832.3488010,fatemeh_rezaei_2021,,,,,
ACSAC,2021,MAppGraph: Mobile-App Classification on Encrypted Network Traffic using Deep Graph Convolution Neural Networks,"Pham, Thai-Dien and Ho, Thien-Lac and Truong-Huu, Tram and Cao, Tien-Dung and Truong, Hong-Linh",https://dl.acm.org/doi/pdf/10.1145/3485832.3485925,thai-dien_pham_2021,https://soeai.github.io/MAppGraph/,,404,,
ACSAC,2021,SMap: Internet-wide Scanning for Spoofing,"Dai, Tianxiang and Shulman, Haya",https://dl.acm.org/doi/pdf/10.1145/3485832.3485917,tianxiang_dai_2021,https://smap.cad.sit.fraunhofer.de/,,-1,,
ACSAC,2021,MineHunter: A Practical Cryptomining Traffic Detection Algorithm Based on Time Series Tracking,"Zhang, Shize and Wang, Zhiliang and Yang, Jiahai and Cheng, Xin and Ma, XiaoQian and Zhang, Hui and Wang, Bo and Li, Zimu and Wu, Jianping",https://dl.acm.org/doi/pdf/10.1145/3485832.3485835,shize_zhang_2021,https://github.com/zsz147/MineHunter,,200,,
ACSAC,2021,Platform-Oblivious Anti-Spam Gateway,"Zhang, Yihe and Yuan, Xu and Tzeng, Nianfeng",https://dl.acm.org/doi/pdf/10.1145/3485832.3488024,yihe_zhang_2021,,,,,
ACSAC,2022,Privacy-Preserving Trajectory Matching on Autonomous Unmanned Aerial Vehicles,"Savio Sciancalepore, Dominik Roy George",https://dl.acm.org/doi/pdf/10.1145/3564625.3564626,savio_sciancalepore_2022,https://github.com/DominikRoy/PPTM,,200,,
