,Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments,Unnamed: 20,Unnamed: 21,"4,6",Made Available,Unnamed: 2
37,How to prove your model belongs to you: a blind-watermark based framework to protect intellectual property of DNN,"Zheng Li, Chengyu Hu, Yang Zhang, Shanqing Guo",https://dl.acm.org/doi/pdf/10.1145/3359789.3359801,https://github.com/zhenglisec/Blind-Watermark-for-DNN,ACSAC,2019.0,1.0,1.0,1,2,2021-01-30 00:00:00,Python,,1.0,-1.0,,0.0,"National Natural Science Foundation of China, Key Science Technology Project of Shandong Province , Major Scientific and Technological Innovation Projects of Shandong Province China",-1,"Does not provide any pretrainde models or testing code
Running their main.py on hpg
The output of their main file does not line up with anything that I see in the paper
It trained a model, but what to do with that after this is not specified and not alluded to in the paper",ACSAC-2019-How_to_prove_your_model_belongs_to_you:_a_blind-watermark_based_framework_to_protect_intellectual_property_of_DNN,39_ACSAC-2019-How_to_prove,,,
38,Modelling direct messaging networks with multiple recipients for cyber deception,"Kristen Moore, Cody James Christopher, David Liebowitz, Surya Nepal, Renee Selvey",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9797379,https://bitbucket.csiro.au/projects/DECAAS/repos/emailgen/browse,EuroS&P,2022.0,1.0,2.0,1,2,2022-11-23 00:00:00,Python,,3.0,-1.0,,0.0,,-1,"so many dependency issues with their conda yml
fixing that, they then had missing dependencies entirely
fixing that they had a missing nlp model that needed to be searched for and downloaded
fixing that their version of python and listed pytorch were incompatible with the functions used in the program
ran out of 1 hour time",EuroS&P-2022-Modelling_direct_messaging_networks_with_multiple_recipients_for_cyber_deception,40_EuroSP-2022-Modelling_direct_messaging,,,
39,Neurlux: dynamic malware analysis without feature engineering,"Jindal, Chani and Salls, Christopher and Aghakhani, Hojjat and Long, Keith and Kruegel, Christopher and Vigna, Giovanni",https://dl.acm.org/doi/pdf/10.1145/3359789.3359835,https://github.com/ucsb-seclab/Neurlux,ACSAC,2019.0,0.0,0.0,1,2,2020-12-26 00:00:00,Python,,2.0,-1.0,,1.0,"Intel, NSF, DARPA, ",-1,"Does not include any reproduce steps at all
does not include a main file
no python version (randomly selecting 3.7)
neuralnet dependency does not exist (maybe its a custom file they did not include)",ACSAC-2019-Neurlux:_dynamic_malware_analysis_without_feature_engineering,41_ACSAC-2019-Neurlux_dynamic_malware,,,
40,Model inversion attacks against collaborative inference,"Zecheng He, Tianwei Zhang, Ruby B. Lee",https://dl.acm.org/doi/pdf/10.1145/3359789.3359824,https://github.com/zechenghe/Inverse_Collaborative_Inference,ACSAC,2019.0,0.0,1.0,1,2,2021-08-27 00:00:00,Python,,3.0,-1.0,,0.0,,0,"Does not provide a pretrained model
Running through all the scripts they gave gives cryptic errors with pytorch
searching these errors used up my 1hour time",ACSAC-2019-Model_inversion_attacks_against_collaborative_inference,42_ACSAC-2019-Model_inversion_attacks,,,
41,STRIP: a defence against trojan attacks on deep neural networks,"Yansong Gao, Change Xu, Derui Wang, Shiping Chen, Damith C. Ranasinghe, Surya Nepal",https://dl.acm.org/doi/pdf/10.1145/3359789.3359790,https://github.com/garrisongys/STRIP,ACSAC,2019.0,1.0,0.0,1,2,2019-10-07 00:00:00,Python,hpg,1.0,,,0.0,NJUST Research Start-Up,1,"No instructions in readme
randomly selecting python 3.7",ACSAC-2019-STRIP:_a_defence_against_trojan_attacks_on_deep_neural_networks,43_ACSAC-2019-STRIP_a_defence,,,
42,A First Look at Toxicity Injection Attacks on Open-domain Chatbots,"Weeks, Connor and Cheruvu, Aravind and Abdullah, Sifat Muhammad and Kanchi, Shravya and Yao, Daphne and Viswanath, Bimal",https://dl.acm.org/doi/pdf/10.1145/3627106.3627122,https://github.com/secml-lab-vt/Chatbot-Toxicity-Injection,ACSAC,2023.0,0.0,2.0,1,2,13/03/2024,Python,,-1.0,-1.0,,1.0,"NSF grant 2231002 and the Commonwealth Cyber Initiative, 
an investment in the advancement of cyber R&D, innovation, 
and workforce development",,,ACSAC-2023-A_First_Look_at_Toxicity_Injection_Attacks_on_Open-domain_Chatbots,44_ACSAC-2023-A_First_Look,,,
43,Secure Softmax/Sigmoid for Machine-learning Computation,"Zheng, Yu and Zhang, Qizhi and Chow, Sherman S. M. and Peng, Yuxiang and Tan, Sijun and Li, Lichun and Yin, Shan",https://dl.acm.org/doi/pdf/10.1145/3627106.3627175,https://github.com/alipay/Antchain-MPC/tree/sec_softmoid,ACSAC,2023.0,1.0,2.0,1,2,2023-12-26 00:00:00,"Python, Terra",DOCKER,5.0,-1.0,,0.0,General Research Fund Research Grants Council,"1,2","Requires docker, which cannot be done on hipergator",ACSAC-2023-Secure_Softmax/Sigmoid_for_Machine-learning_Computation,45_ACSAC-2023-Secure_SoftmaxSigmoid_for,,,
44,DeepTaster: Adversarial Perturbation-Based Fingerprinting to Identify Proprietary Dataset Use in Deep Neural Networks,"Park, Seonhye and Abuadbba, Alsharif and Wang, Shuo and Moore, Kristen and Gao, Yansong and Kim, Hyoungshick and Nepal, Surya",https://dl.acm.org/doi/pdf/10.1145/3627106.3627204,https://github.com/qkrtjsgp08/DeepTaster,ACSAC,2023.0,8.0,2.0,1,2,2024-01-24 00:00:00,Python,,1.0,2.0,,0.0,"Institute for Information & communication Technology Planning & Evaluation, Development of HighAssurance, Secure Microkernel ",1,Ran out of tim,ACSAC-2023-DeepTaster:_Adversarial_Perturbation-Based_Fingerprinting_to_Identify_Proprietary_Dataset_Use_in_Deep_Neural_Networks,46_ACSAC-2023-DeepTaster_Adversarial_Perturbation-Based,,,
45,From Attachments to SEO: Click Here to Learn More about Clickbait PDFs!,"Stivala, Giada and Abdelnabi, Sahar and Mengascini, Andrea and Graziano, Mariano and Fritz, Mario and Pellegrino, Giancarlo",https://dl.acm.org/doi/pdf/10.1145/3627106.3627172,https://www.kaggle.com/datasets/emerald101/from-attachments-to-seo,ACSAC,2023.0,8.0,1.0,1,2,2023-10-02 00:00:00,Jupyter Notebook,GPU,5.0,-1.0,GPU,0.0,,"1,2",,,,,,
0,Practical Binary Code Similarity Detection with BERT-based Transferable Similarity Learning,"Sunwoo Ahn, Seonggwan Ahn, Hyungjoon Koo, Yunheung Paek",https://dl.acm.org/doi/pdf/10.1145/3564625.3567975,https://github.com/asw0316/binshot,ACSAC,2022.0,0.0,2.0,1.0,2.0,2022-12-28 00:00:00,Python,1.0,,,,1.0,NRF,0.0,Requires IdaPro subscription,,,,,
1,An Empirical Study of Prioritizing JavaScript Engine Crashes via Machine Learning,"Sunnyeo Park,Dohyeok Kim,Sooel Son",https://dl.acm.org/doi/pdf/10.1145/3321705.3329840,https://github.com/WSP-LAB/CRScope,AsiaCCS,2019.0,0.0,1.0,1.0,2.0,2019-08-28 00:00:00,JavaScript,,0.0,1.0,,1.0,NRF,-1.0,THEY USE PYTHON 2!! They don't specify a version of python to install and makes issues with some of the provided packages needed. Would have made things easier if they gave a version of Ubuntu or an OS. Warnings are printed from pandas when the code is executed,,,,,
2,ILLUMINATI: Towards Explaining Graph Neural Networks for Cybersecurity Analysis,"Haoyu He, Yuede Ji, H. Howie Huang",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9797387,https://github.com/iHeartGraph/Illuminati,EuroS&P,2022.0,0.0,1.0,1.0,2.0,2022-06-30 00:00:00,Python,,2.0,0.0,,1.0,,-1.0,"They do not list dependecies, At least one of the datasets they provide does not work. Seems like it should work for lower version of torch geometric maybe but not specified and went over an hour",,,,,
3,DY⋆: A Modular Symbolic Verification Framework for Executable Cryptographic Protocol Code,"Karthikeyan Bhargavan,Abhishek Bichhawat,Quoc Huy Do,Pedram Hosseyni,Ralf Küsters,Guido Schmitz,Tim Würtele",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9581188,https://github.com/REPROSEC/dolev-yao-star,EuroS&P,2021.0,0.0,1.0,1.0,2.0,2023-03-17 00:00:00,OCaml,,0.0,1.0,,1.0,DFG,-1.0,,,,,,
4,PRADA: Protecting Against DNN Model Stealing Attacks,"Mika Juuti, Sebastian Szyller, Samuel Marchal, N. Asokan",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806737,https://github.com/SSGAalto/prada-protecting-against-dnn-model-stealing-attacks,EuroS&P,2019.0,0.0,1.0,1.0,2.0,2019-03-20 00:00:00,Python,,2.0,0.0,,1.0,ICRI-CARS,-1.0,They do not provide examples or anything just the skeleton code to operate their scheme. Not possible to get running ,,,,,
5,Towards Understanding Limitations of Pixel Discretization Against Adversarial Attacks,"Jiefeng Chen, Xi Wu, Vaibhav Rastogi, Yingyu Liang, Somesh Jha",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806764,https://github.com/jfc43/pixel-discretization,EuroS&P,2019.0,1.0,2.0,1.0,2.0,2022-02-16 00:00:00,Python,1.0,,,,,,,"Matlab for python required, need matlab installation",,,,,
6,DroidEvolver: Self-Evolving Android Malware Detection System,"Ke Xu, Yingjiu Li, Robert H. Deng, Kai Chen, Jiayun Xu",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806731,https://github.com/DroidEvolver/DroidEvolver,EuroS&P,2019.0,0.0,1.0,1.0,2.0,2020-04-17 00:00:00,Python,,2.0,0.0,,1.0,AXA Research Fund,-1.0,Don't give a version for python! They use python 2. Dependency issues with python 2.7,,,,,
7,PAVUDI: Patch-based Vulnerability Discovery using Machine Learning,"Ganz, Tom and Imgrund, Erik and H\""{a",https://dl.acm.org/doi/pdf/10.1145/3627106.3627188,https://github.com/SAP-samples/security-research-taintgraphs/tree/main/PAVUDI,ACSAC,2023.0,2.0,2.0,1.0,2.0,2023-10-18 00:00:00,C,,0.0,0.0,,1.0,"BMBF, Germany",1.0,Their output metrics do not match what metrics they use in the paper. Docker does not build. ,,,,,
8,On the Detection of Image-Scaling Attacks in Machine Learning,"Quiring, Erwin and M\""{u",https://dl.acm.org/doi/pdf/10.1145/3627106.3627134,https://github.com/EQuiw/2023-detection-scalingattacks,ACSAC,2023.0,0.0,2.0,1.0,2.0,2023-09-19 00:00:00,Python,,0.0,1.0,,1.0,"DFG, German Research Foundation",0.0,,,,,,
9,RaceBench: A Triggerable and Observable Concurrency Bug Benchmark,"Jiashuo Liang,Ming Yuan,Zhanzhao Ding,Siqi Ma,Xinhui Han,Chao Zhang",https://dl.acm.org/doi/pdf/10.1145/3579856.3595787,"https://github.com/rb130/RaceBench
https://github.com/rb130/RaceBenchData",AsiaCCS,2023.0,0.0,2.0,1.0,2.0,2023-03-24 00:00:00,Python,,2.0,0.0,,1.0,National Key Research and Devel- opment Program of China,-1.0,Despite not mentioning it in their readme they have a bash script that turns off ASLR. They do not provide a makefile to build their code. It is also unclear what code there is to build,,,,,
10,Benchmarking the Benchmarks,"Marc Miltenberger,Steven Arzt,Philipp Holzinger,Julius Näumann",https://dl.acm.org/doi/pdf/10.1145/3579856.3582830,https://github.com/Fraunhofer-SIT/AsiaCCS2023-BenchmarkingTheBenchmarks,AsiaCCS,2023.0,2.0,1.0,1.0,2.0,2023-12-22 00:00:00,Java,,2.0,0.0,,0.0,German Federal Min- istry of Education and Research,-1.0,"Best effort, didn't run after an hour. Java mainly",,,,,
11,CacheFX: A Framework for Evaluating Cache Security,"Daniel Genkin,William Kosasih,Fangfei Liu,Anna Trikalinou,Thomas Unterluggauer,Yuval Yarom",https://dl.acm.org/doi/pdf/10.1145/3579856.3595794,https://github.com/0xADE1A1DE/CacheFX,AsiaCCS,2023.0,1.0,2.0,1.0,2.0,2022-11-14 00:00:00,C++,,0.0,-1.0,,,ARC Discovery Early Career Researcher Award,-1.0,"No dependency lists, Does not finish executing after 10 hours",,,,,
12,Cage4Deno: A Fine-Grained Sandbox for Deno Subprocesses,"Marco Abbadini,Dario Facchinetti,Gianluca Oldani,Matthew Rossi,Stefano Paraboschi",https://dl.acm.org/doi/pdf/10.1145/3579856.3595799,https://github.com/unibg-seclab/cage4deno,AsiaCCS,2023.0,0.0,1.0,0.0,2.0,2023-05-25 00:00:00,Rust,,2.0,0.0,,1.0,European Commission (Glaciation Project),-1.0,No instructions to build,,,,,
13,Comprehensively Analyzing the Impact of Cyberattacks on Power Grids,"Lennart Bader,Martin Serror,Olav Lamberts,Ömer Sen,Dennis van der Velde,Immanuel Hacker,Julian Filter,Elmar Padilla,Martin Henze",https://arxiv.org/pdf/2305.09390.pdf,https://github.com/fkie-cad/wattson,EuroS&P,2023.0,2.0,2.0,1.0,2.0,2023-08-18 00:00:00,Python,,2.0,0.0,,1.0,,-1.0,Does not build following instructions. Missing dependency pandapower,,,,,
14,Spotr: GPS Spoofing Detection via Device Fingerprinting,"Mahsa Foruhandeh, Abdullah Z. Mohammed, Gregor Kildow, Paul Berges, Ryan Gerdes",https://dl.acm.org/doi/pdf/10.1145/3395351.3399353,"http://wisecdata.ccs.neu.edu/vms/2020/WiSec2020-ForuhandehMKBG.ova, http://wisecdata.ccs.neu.edu/vms/2020/WiSec2020-Readme-ForuhandehMKBG.txt",WiSec,2020.0,0.0,,,,,,,,,,,,,,,,,,
15,Inside Job: Diagnosing Bluetooth Lower Layers Using Off-the-Shelf Devices,"Jiska Classen, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3317549.3319727,https://wisecdata.ccs.neu.edu/vms/2019/WiSec-2019-Classen-Hollick.zip,WiSec,2019.0,0.0,2.0,0.0,2.0,2024-01-04 00:00:00,Python,1.0,,,Bluetooth Chipset,1.0,DFG,4.0,,,,,,
16,Scaling Pseudonymous Authentication for Large Mobile Systems,"Mohammad Khodaei, Hamid Noroozi, Panos Papadimitratos",https://dl.acm.org/doi/pdf/10.1145/3317549.3323410,https://wisecdata.ccs.neu.edu/vms/2019/WiSec2019-Khodaei-Noroozi-Papadimitratos.ova,WiSec,2019.0,0.0,,,,,,,,,,,Swedish Foundation for Strategic Research,4.0,,,,,,
17,Secure and Lightweight ECU Attestations for Resilient Over-the-Air Updates in Connected Vehicles,"Plappert, Christian and Fuchs, Andreas",https://dl.acm.org/doi/pdf/10.1145/3627106.3627202,https://github.com/cplappert/update-reporting,ACSAC,2023.0,0.0,2.0,1.0,2.0,2023-09-16 00:00:00,Shell,,0.0,0.0,,1.0,,1.0,"Everything worked, but output execution time was greater than 10% different. Don't really think this is an issue but it didn't match most likely due to our different hardware",,,,,
18,Lightweight Privacy-Preserving Proximity Discovery for Remotely-Controlled Drones,"Pietro, Tedeschi and Savio, Sciancalepore and Roberto, Di Pietro",https://dl.acm.org/doi/pdf/10.1145/3627106.3627174,https://anonymous.4open.science/r/lppd-CC94/,ACSAC,2023.0,0.0,-1.0,5.0,-1.0,,,,-1.0,-1.0,,,Technology Innovation Institute,2.0,Link expired,,,,,
19,Detecting Weak Keys in Manufacturing Certificates: A Case Study,"Chi, Andrew and Enright, Brandon and McGrew, David",https://dl.acm.org/doi/pdf/10.1145/3627106.3627120,https://github.com/andrewchi/mercury/blob/acsac23/doc/batch-gcd.md,ACSAC,2023.0,3.0,2.0,1.0,2.0,2024-04-22 00:00:00,C++,,0.0,1.0,,1.0,,1.0,,,,,,
0,Smart Contract-based Miner Registration and Block Validation,"Shijie Zhang,Jong-Hyouk Lee",https://dl.acm.org/doi/pdf/10.1145/3321705.3331010,https://github.com/zzyzydb/Miner-Registration,AsiaCCS,2019.0,0.0,1.0,1.0,2.0,2020-04-06 00:00:00,solidity,,1.0,1.0,,0.0,MSIT Korea,-1.0,"Required installing additional packages and changing an outdated import statement. Not quite sure if output matches, the numbers appear to be similar but it's not clear if the metrics output by the program are the same as the ones presented in the paper.",,,,,
1,DynaGuard: Armoring Canary-based Protections against Brute-force Attacks,"Petsios, Theofilos, Kemerlis, Vasileios P., Polychronakis, Michalis, Keromytis, Angelos D.",https://dl.acm.org/doi/pdf/10.1145/2818000.2818031,https://github.com/nettrino/dynaguard	,ACSAC,2015.0,0.0,2.0,1.0,2.0,2016-04-24 00:00:00,C/C++,,2.0,-1.0,,1.0,Office of Naval Research,-1.0,Both versions don't compile,,,,,
2,Secure and Efficient Key Derivation in Portfolio Authentication Schemes Using Blakley Secret Sharing,"Mayer, Peter, Volkamer, Melanie",https://dl.acm.org/doi/pdf/10.1145/2818000.2818043,https://github.com/SecUSo/t-n-threshold-verification	,ACSAC,2015.0,0.0,1.0,1.0,2.0,2015-04-28 00:00:00,Mathematica,,4.0,-1.0,,-1.0,German Federal Ministry for Economic Affairs and Energy,-1.0,Mathematica Requires a paid license to use,,,,,
3,ShowTime: Amplifying Arbitrary CPU Timing Side Channels,"Antoon Purnal,Marton Bognar,Frank Piessens,Ingrid Verbauwhede",https://dl.acm.org/doi/pdf/10.1145/3579856.3590332,https://github.com/KULeuven-COSIC/ShowTime,AsiaCCS,2023.0,0.0,2.0,1.0,2.0,2023-07-21 00:00:00,C,Run with correct hardware,0.0,-1.0,Intel i7-7700k,0.0,"European Research Council, Flemish Gov",-1.0,"Designed for specific CPU, author notes that results will be different if attempting to use something else. ",,,,,
4,K2SN-MSS: An Efficient Post-Quantum Signature,"Sabyasachi Karati,Reihaneh Safavi-Naini",https://dl.acm.org/doi/pdf/10.1145/3321705.3329837,https://github.com/skarati/K2SN-MSS,AsiaCCS,2019.0,0.0,-1.0,1.0,2.0,2019-06-26 00:00:00,C/C++,,0.0,0.0,,0.0,,-1.0,"Program hangs/runs forever, no output generated",,,,,
5,Scam Augmentation and Customization: Identifying Vulnerable Users and Arming Defenders,Shahryar Baki and Rakesh M Verma and Omprakash Gnawali,https://dl.acm.org/doi/pdf/10.1145/3320269.3384753,https://github.com/harry1993/simple-dataset,AsiaCCS,2020.0,0.0,0.0,1.0,2.0,2020-05-26 00:00:00,R,,2.0,-1.0,,0.0,NSF,-1.0,"Program is to rerun data analysis, but data is not included. Can't run",,,,,
6,SIMPLE: single-frame based physical layer identification for intrusion detection and prevention on in-vehicle networks,"Mahsa Foruhandeh, Yanmao Man, Ryan Gerdes, Ming Li, Thidapat Chantem",https://dl.acm.org/doi/pdf/10.1145/3359789.3359834,,ACSAC,2019.0,0.0,1.0,1.0,2.0,2019-10-02 00:00:00,Matlab,Need License,4.0,-1.0,,0.0,NSF,-1.0,Need Matlab License,,,,,
